id,match
kasten_blau_45_8_0428,schmerzen vom stein werden <mark>iezt</mark> auch follich nachgelaßen haben.
kasten_blau_45_8_0231,"incomoditet halber, so ich <mark>iezt</mark> habe. Ich bin zwar"
kasten_blau_45_8_0159,"zeitung schon vernommen haben. <mark>Iezt</mark> ist zue hoffen, das"
kasten_blau_45_8_0267,"Mayestät gedahn, wohl meritirt. <mark>Iezt</mark> weis ich nit wort"
kasten_blau_45_8_0116,bey der schweinhez haben. <mark>Iezt</mark> fangt es sich hier
kasten_blau_45_15_0411,"dem reichsdag suechen, welcher <mark>iezt</mark> balt sein wirt, vnd"
kasten_blau_45_9_0308,"vnd meinem verlangen nach. <mark>Iezt</mark> erwarte wohl hart, bis"
kasten_blau_45_8_0009,"möge getröstet werden. Aber <mark>iezt</mark> seint ihr Mayestät, mein"
kasten_blau_44_6_0448,"ihrer schwester conduite, auch <mark>iezt</mark> in der lezten krankheit"
kasten_blau_45_8_0274,"wirt vacant sein, aber <mark>iezt</mark> ein andre expectans zue"
kasten_blau_45_9_0450,"brüeder Alexander vnd Fridrich <mark>iezt</mark> nit gnädigstg aprobiren, mueß"
kasten_blau_44_7_0372,"ihn sehr obligirn werden. <mark>Iezt</mark> Osnabrukh betreffendt, so will"
kasten_blau_44_7_0197,"eben dis schreibt, vndt <mark>iezt</mark> kan ich ihn nit"
kasten_blau_45_9_0101,"angst gemacht, es were <mark>iezt</mark> diser fall woll fuori"
kasten_blau_45_7_0127,einwehnig zu diuertiren. Solt <mark>iezt</mark> das doppelte leid dazu
kasten_blau_45_8_0283,"seinen bruedern vallen laßen, <mark>iezt</mark>, hoff ich, werde es"
kasten_blau_45_15_0354,wehnig schpaziren. Sie sein <mark>iezt</mark> beschefftigt ein balet zue
kasten_blau_45_8_0210,wohlstant befinden. Ich erwart <mark>iezt</mark> alle dag mit höchstem
kasten_blau_45_9_0120,dem preßlawischen werkh steht <mark>iezt</mark> zue erwarten des Bischoff
kasten_blau_44_6_0418,"in sonderheit, weil sie <mark>iezt</mark> in der saurbrunnen cur"
kasten_blau_44_6_0405,"vohr rahtsamb finde, welche <mark>iezt</mark> zu lang fallen dero"
kasten_blau_44_11_0176,"der augschpurgischen coadjuttoria wirt <mark>iezt</mark> hoffentlich, nach dem, was"
kasten_blau_45_9_0201,"LiebdenLd betrefendt, so ist <mark>iezt</mark> der GravGr Gall alhier"
kasten_blau_45_9_0374,"hoff zue gott, wurde <mark>iezt</mark> wider guet sein, warumb"
kasten_blau_44_6_0444,"Wegen des Schednizki wehrs <mark>iezt</mark> nit rahtsamb, gleich das"
kasten_blau_44_10_0287,"sohn Carl, der mihr <mark>iezt</mark> allein überbleibt, mihr vndt"
kasten_blau_45_15_0680,hat nit gair vil <mark>iezt</mark> nwoute sie mit verlangen
kasten_blau_44_10_0329,"sein können von disen <mark>iezt</mark> leider so verwirten reichssachen,"
kasten_blau_45_15_0036,"Hoff, der cattar werd <mark>iezt</mark> ganz nachgelaßen haben. Bey"
kasten_blau_45_15_0497,"bruderb Pfilipp Wilhelm aber <mark>iezt</mark> ist schon zue schpaht,"
kasten_blau_45_8_0090,"antworten. Ich will auch <mark>iezt</mark> wider, so balt ich"
kasten_blau_45_8_0222,nachkommen. Befinde mich aber <mark>iezt</mark> ganz wohl vndt schon
kasten_blau_44_6_0101,"hatt. So lang er <mark>iezt</mark> hier ist, hatt er"
kasten_blau_44_2d_0039,Mein Erzherzogin wirt gewis <mark>iezt</mark> auch balt auf Baden
kasten_blau_44_11_0326,gereichen wirt. Weilen auch <mark>iezt</mark> entlich der tractat der
kasten_blau_45_15_0433,berichten werde. Ewer Durchlaucht <mark>iezt</mark> nit mit langen schreiben
kasten_blau_45_8_0020,"Königsekh anlanget, so kan <mark>iezt</mark> die expedition durch kein"
kasten_blau_44_10_0012,"allem zeigen, wie dan <mark>iezt</mark> widrumb von der inquisition"
kasten_blau_45_9_0345,"ich mein, sie werden <mark>iezt</mark> schon wekh sein, dan"
kasten_blau_44_8_0321,man dan woll gesehn <mark>iezt</mark> in der action in
kasten_blau_44_10_0316,"die gutte harmonia, so <mark>iezt</mark> zwischen ihr HeiligkeitHeil vndt"
kasten_blau_44_2d_0022,liebe fraw. Mihr haben <mark>iezt</mark> hir braf kalt wetter
kasten_blau_45_9_0482,wetter so schön ist <mark>iezt</mark>.
kasten_blau_45_15_0134,"zu gott, es werde <mark>iezt</mark> widerumb ganz guett sein"
kasten_blau_45_15_0122,haben. BruderB Carl wirt <mark>iezt</mark> schon bey ewer Durchlaucht
kasten_blau_45_9_0104,geret habe. Er wirt <mark>iezt</mark> balt widerumb wekh auf
kasten_blau_45_9_0282,"diener von ihr Mayestät. <mark>Iezt</mark> wünsche von herzen, das"
kasten_blau_44_3f_0015,wider zue rukh schiken. <mark>Iezt</mark> kombt gleich der Fogt
korrespondenzakten_1147_0142,"bekommen, also diser punkt <mark>iezt</mark> nit so notwendig, und"
kasten_blau_44_8_0427,nechsten herein bringen vndt <mark>iezt</mark> in winterquartier fleisigs mich
emt___kasten-blau-45-11-fol-68v,"beraubt sein, welches ich <mark>iezt</mark> am meisten verlange, aber"
kasten_blau_45_8_0407,"gekost wirt haben, vndt <mark>iezt</mark>, bilt ich mihr ein,"
kasten_blau_45_9_0470,"Cuhrfürst hie. Weil aber <mark>iezt</mark> niks mehr zue duen,"
kasten_blau_45_9_0124,Es ist auch eben <mark>iezt</mark> der Cauniz bey mihr
kasten_blau_45_8_0359,wohl. Mein kleiner ist <mark>iezt</mark> in seinem sin gahr
kasten_blau_44_10_0224,"dazu verners andreiben. Weil <mark>iezt</mark> der frid zerschlagen, wurde"
kasten_blau_44_6_0145,vnd seindt dero Liebden <mark>iezt</mark> wider der liebe Hier
kasten_blau_45_8_0061,"vermeine, ich werde woll <mark>iezt</mark> ein wehnig still schweigen"
kasten_blau_45_8_0150,"vermeinen sie, auch bey <mark>iezt</mark> gestalten sachen könten ihn"
kasten_blau_45_15_0111,meinem vohrigen gehorsamstengehors bericht. <mark>Iezt</mark> ist auch der Hoffkanzer
kasten_blau_45_15_0375,Münster vnd vnd andren <mark>iezt</mark> vacirenden stifteren will ich
kasten_blau_45_9_0405,"der GravG von Ötingen <mark>iezt</mark> hinauf zue ewer Durchlaucht,"
kasten_blau_45_15_0002,wirt selbiges zue duen. <mark>Iezt</mark> aber ist mihr noch
kasten_blau_44_6_0336,"gleichen kunte, welches villeicht <mark>iezt</mark> vmb so vill leichter,"
kasten_blau_45_8_0464,verners erhalten vndt weil <mark>iezt</mark> so vill vngelegen- heiten
kasten_blau_45_8_0479,"zue sehn. Ich hoffe, <mark>iezt</mark> solle der landtag balt"
kasten_blau_45_8_0007,"so vill, das sie <mark>iezt</mark> gahr nit heraus, weder"
kasten_blau_45_15_0158,schiken. Der Speroni wirt <mark>iezt</mark> schon ankommen sein. Due
kasten_blau_44_2b_0005,"Hier ist das wetter <mark>iezt</mark> etlige dag gahr schön,"
kasten_blau_44_8_0066,"alle weiß zue beßern. <mark>Iezt</mark> komme ich, deroselben zu"
kasten_blau_45_8_0255,"sie gern wolte, insonderheit <mark>iezt</mark> in anfang, das sie"
kasten_blau_44_11_0092,"hette, er wirt aber <mark>iezt</mark> schon zu Düßeldorf balt"
kasten_blau_45_8_0382,"zue beförchten, das es <mark>iezt</mark> noch wehniger zue erheben"
kasten_blau_45_8_0235,in einer hoffnung ist. <mark>Iezt</mark> mein ich wohl werde
kasten_blau_45_8_0295,"erhalten. Ich hoffe doch, <mark>iezt</mark> werde schon alles ganz"
kasten_blau_45_8_0253,"vndt fürsten, das kan <mark>iezt</mark> nit sein aus villen"
kasten_blau_44_8_0216,"Im überigen sech ich <mark>iezt</mark>, das niks anderst zu"
kasten_blau_44_10_0068,"vndt estimirt, nachdem erst <mark>iezt</mark> dero Liebden in dero"
kasten_blau_44_8_0199,"dem zemer weiß gehabt, <mark>iezt</mark> brengen mihr die zeit"
